dosage_form,extraction_steps,api_stability,target_concentration,hist_rsd_precision,hist_r2_linearity,hist_recovery_accuracy,system_suitability_tailing,system_suitability_resolution,elution_type,run_time_minutes,full_validation_required
cream,2,3.0,1.28,1.072,0.991997,98.66,1.11,3.21,isocratic,21.3,1
suspension,0,4.0,0.929,0.565,0.997165,99.63,1.04,2.06,isocratic,10.3,0
cream,3,1.5,7.231,0.425,0.99999,99.92,1.33,2.84,isocratic,13.8,0
suspension,4,2.5,1.441,0.583,0.999691,101.04,1.0,2.91,isocratic,20.4,0
api_powder,1,4.0,1.187,1.801,0.999914,101.13,0.8,2.75,gradient,8.2,0
coated_tablet,3,1.3,0.699,0.271,0.99999,101.0,1.66,1.35,isocratic,25.2,1
suspension,2,9.8,1.382,0.446,0.99999,101.17,1.17,1.97,gradient,20.8,0
coated_tablet,0,3.5,0.68,0.369,0.99999,100.36,1.15,2.26,isocratic,8.2,0
cream,2,6.7,0.094,0.892,0.999126,101.3,0.99,3.08,isocratic,4.7,0
coated_tablet,4,9.3,0.716,0.46,0.99999,102.03,1.4,2.28,isocratic,9.0,1
api_powder,1,3.2,1.77,0.875,0.999907,100.09,1.12,2.71,isocratic,10.9,0
api_powder,3,6.7,0.938,1.222,0.999666,97.65,0.8,2.64,isocratic,10.2,1
coated_tablet,2,3.3,1.78,0.171,0.997859,99.97,1.22,2.52,isocratic,7.7,0
coated_tablet,1,4.8,1.93,0.502,0.998996,100.4,1.14,2.31,isocratic,9.1,0
suspension,0,5.9,0.511,2.902,0.999814,100.25,0.87,1.89,isocratic,7.0,1
coated_tablet,3,9.9,2.635,0.437,0.99999,99.57,0.96,2.16,isocratic,9.3,0
coated_tablet,1,3.1,0.325,1.047,0.99999,100.6,1.21,2.23,isocratic,20.9,0
coated_tablet,1,2.1,0.837,0.286,0.999265,99.95,1.49,2.55,isocratic,12.1,0
cream,4,6.8,0.434,0.378,0.99999,100.2,0.92,2.29,isocratic,18.4,0
api_powder,4,1.7,0.276,0.227,0.999722,99.2,1.28,2.56,isocratic,20.5,0
coated_tablet,1,8.1,1.851,0.474,0.999909,99.94,0.8,2.0,gradient,12.4,0
coated_tablet,1,3.7,1.93,0.669,0.997715,100.16,1.2,2.57,isocratic,6.7,0
api_powder,3,6.9,1.48,0.864,0.998911,99.51,1.32,2.16,gradient,15.7,0
suspension,4,3.1,0.75,0.57,0.999798,101.5,1.24,2.91,isocratic,12.9,0
cream,3,7.2,0.229,0.761,0.99999,101.57,1.22,2.78,isocratic,10.8,1
api_powder,0,3.6,0.379,1.216,0.99744,99.8,1.34,1.86,isocratic,12.2,0
api_powder,2,9.9,0.393,0.931,0.999722,100.61,1.11,2.58,gradient,9.4,0
coated_tablet,2,7.9,1.716,0.512,0.999877,99.22,0.98,3.16,isocratic,5.3,0
suspension,2,4.8,0.369,0.328,0.99999,99.56,1.22,2.05,isocratic,9.2,0
suspension,1,9.4,0.748,0.635,0.99999,99.34,1.17,2.42,isocratic,12.8,0
cream,1,5.9,0.562,0.565,0.999892,100.27,0.82,2.74,gradient,8.7,0
api_powder,2,1.8,4.843,0.418,0.998862,98.54,1.01,2.69,isocratic,10.4,0
coated_tablet,1,9.4,0.895,1.069,0.99999,98.05,0.94,2.88,isocratic,5.9,1
coated_tablet,1,8.6,0.609,0.32,0.99999,100.8,0.94,2.51,gradient,9.2,0
suspension,1,7.3,1.591,0.632,0.998791,98.44,1.22,1.93,isocratic,15.6,1
api_powder,2,5.0,0.385,0.664,0.99999,99.32,0.8,1.96,isocratic,11.0,0
cream,2,2.5,1.26,1.125,0.995812,99.09,1.07,2.89,isocratic,13.4,0
coated_tablet,1,3.3,1.529,1.304,0.999569,99.86,1.01,1.35,gradient,27.7,0
cream,3,3.5,0.615,0.268,0.999974,100.45,1.66,2.87,isocratic,4.9,0
suspension,2,6.5,0.693,0.692,0.99999,99.07,0.84,1.92,gradient,8.6,0
coated_tablet,1,4.8,0.99,0.77,1.0,100.05,1.06,2.51,isocratic,11.6,0
suspension,2,9.7,2.438,0.609,0.99999,102.76,1.83,2.44,gradient,10.9,1
coated_tablet,1,7.4,0.632,1.066,0.99999,99.35,0.96,3.3,isocratic,12.0,0
suspension,1,4.3,0.12,0.503,0.99999,101.33,1.71,1.53,isocratic,5.8,0
cream,1,5.0,1.33,2.23,0.999654,101.68,0.8,2.38,gradient,8.1,1
api_powder,3,1.4,0.806,0.507,0.99999,100.13,1.15,2.81,gradient,14.2,0
cream,1,6.7,0.769,0.612,0.999974,100.19,0.85,2.35,isocratic,8.1,0
suspension,2,2.1,0.455,0.403,0.999896,100.36,2.53,1.97,gradient,12.2,1
coated_tablet,3,8.2,2.591,0.532,0.999707,101.04,1.22,2.28,isocratic,31.9,1
coated_tablet,1,2.3,1.46,0.338,0.999822,99.05,1.25,2.5,isocratic,10.1,0
suspension,1,6.0,0.713,0.594,0.99999,99.51,1.02,2.83,gradient,10.5,0
api_powder,1,2.7,0.688,1.183,0.99999,99.91,1.71,1.61,gradient,19.6,0
coated_tablet,1,6.9,2.378,0.825,0.999985,100.96,1.11,3.06,isocratic,11.8,0
coated_tablet,1,1.1,0.592,0.924,0.998861,101.01,1.23,1.78,gradient,18.2,0
suspension,1,3.4,0.997,0.658,0.99999,100.02,0.8,2.08,gradient,24.8,0
cream,0,2.7,1.55,0.239,0.999989,101.52,1.31,2.28,isocratic,12.9,0
coated_tablet,4,3.6,1.709,0.639,0.999501,99.38,1.22,2.34,isocratic,6.8,0
cream,1,6.7,0.224,0.472,0.999986,100.45,0.95,2.7,gradient,6.9,0
coated_tablet,1,3.7,0.225,1.074,0.99999,99.02,1.14,2.27,isocratic,14.4,0
coated_tablet,2,1.1,0.958,0.513,0.99999,101.92,1.64,1.84,gradient,16.0,1
coated_tablet,1,4.1,2.26,0.24,0.99999,100.55,0.8,1.87,isocratic,15.8,0
api_powder,1,3.4,0.268,0.334,0.99999,100.88,1.55,2.46,gradient,20.2,0
api_powder,2,2.6,0.438,0.601,0.998625,98.32,0.8,2.56,isocratic,19.9,0
cream,1,9.0,0.997,0.636,0.999848,99.69,0.8,2.81,isocratic,9.0,0
suspension,3,6.0,1.804,0.67,0.99999,101.79,1.21,2.57,gradient,10.7,1
coated_tablet,1,1.2,0.623,0.377,0.999977,100.41,0.89,2.24,gradient,13.5,0
cream,2,1.6,0.493,0.513,0.999924,99.53,0.97,2.52,isocratic,6.8,0
coated_tablet,4,3.2,0.995,0.696,0.999958,102.35,1.63,2.88,gradient,20.7,1
cream,1,6.9,1.306,1.075,0.999957,98.78,1.09,1.69,isocratic,20.9,0
suspension,1,1.4,1.148,0.508,0.999923,101.08,1.07,1.42,isocratic,10.1,1
coated_tablet,0,4.6,3.402,0.695,0.998656,101.35,0.89,2.2,isocratic,7.9,0
coated_tablet,2,2.1,1.87,0.507,1.0,99.13,1.39,2.38,isocratic,12.2,0
coated_tablet,2,2.7,0.344,1.874,0.999976,99.76,0.82,3.14,gradient,6.8,0
coated_tablet,1,4.8,1.431,0.766,0.999809,99.63,0.8,2.02,isocratic,18.9,0
coated_tablet,0,4.4,1.73,0.647,0.997735,100.96,1.12,3.02,isocratic,10.2,0
coated_tablet,4,5.0,0.437,0.117,0.999122,99.58,0.94,2.04,gradient,10.2,0
suspension,2,4.1,0.162,0.625,0.99914,100.82,0.8,1.9,isocratic,15.2,0
suspension,2,5.1,3.059,0.227,0.999831,100.98,1.04,1.94,gradient,7.5,0
cream,2,5.3,0.523,0.804,0.99999,99.79,0.93,2.48,isocratic,16.8,0
api_powder,2,5.0,0.765,2.204,0.998542,99.78,1.01,2.07,gradient,11.2,1
coated_tablet,2,1.0,2.339,0.694,0.999843,98.97,1.6,1.73,gradient,12.6,1
cream,2,1.6,3.655,0.442,0.999588,100.7,1.09,2.34,isocratic,11.1,0
api_powder,2,3.2,1.432,0.216,0.99857,98.85,1.8,2.83,gradient,11.6,0
coated_tablet,2,7.5,4.136,0.105,0.998689,101.24,0.87,1.8,isocratic,14.0,1
api_powder,3,6.3,0.201,0.294,0.9998,102.04,0.85,2.05,isocratic,3.7,1
suspension,1,5.5,3.823,0.343,0.99999,100.87,0.99,2.19,gradient,8.9,0
coated_tablet,3,1.8,0.11,1.245,0.99999,100.95,1.1,2.75,gradient,13.5,0
api_powder,1,3.5,0.94,0.732,0.997197,100.36,0.98,2.6,isocratic,10.8,0
api_powder,3,3.2,0.89,1.568,0.999714,99.87,1.37,2.16,isocratic,9.0,0
coated_tablet,0,4.9,1.95,0.451,1.0,100.63,1.02,2.87,isocratic,7.6,0
coated_tablet,2,8.9,0.937,0.301,0.999929,101.85,1.0,2.89,gradient,5.6,0
suspension,1,4.6,0.121,1.348,0.998571,99.06,0.92,2.6,isocratic,20.0,0
coated_tablet,2,7.4,1.263,0.472,0.999325,99.33,1.22,2.69,isocratic,7.3,0
api_powder,2,6.8,2.905,0.567,0.999685,100.68,1.29,1.67,gradient,7.5,0
cream,4,6.1,0.91,0.127,0.99999,100.84,0.87,3.22,isocratic,9.4,0
coated_tablet,4,9.9,0.384,1.088,0.99999,98.76,0.84,2.47,gradient,7.5,1
coated_tablet,1,9.0,0.846,0.548,0.999104,100.08,1.01,2.24,gradient,6.9,0
suspension,3,9.8,1.081,0.5,0.999917,99.69,0.97,1.37,isocratic,10.1,1
cream,2,1.2,0.234,0.59,0.999379,99.56,0.92,2.16,gradient,27.5,0
suspension,3,1.4,0.557,1.141,0.999985,101.35,0.98,2.65,isocratic,28.0,0
suspension,1,6.0,1.41,0.819,0.99999,100.03,1.56,2.61,isocratic,27.4,0
cream,3,3.9,1.83,1.226,0.994331,100.84,1.32,2.22,isocratic,17.9,0
coated_tablet,4,6.5,1.313,0.311,0.999795,100.71,1.19,1.87,gradient,11.6,0
coated_tablet,3,4.8,0.626,0.694,0.999506,102.06,0.85,2.89,gradient,9.7,1
suspension,0,5.3,0.433,0.655,0.99999,98.9,1.39,2.51,isocratic,16.0,0
coated_tablet,2,4.6,1.923,0.376,0.99992,99.42,0.93,1.46,gradient,9.8,0
cream,0,2.7,0.531,1.582,0.99999,100.48,1.38,2.27,isocratic,7.7,0
api_powder,1,2.3,0.322,0.264,0.999903,100.03,1.11,2.57,gradient,21.0,0
suspension,4,9.7,2.267,0.795,0.999964,102.07,1.21,1.46,isocratic,11.3,1
coated_tablet,3,1.1,0.182,0.492,0.999904,100.05,1.52,2.64,gradient,20.1,0
suspension,4,3.4,0.52,0.243,0.99999,99.8,1.07,2.26,isocratic,22.6,0
suspension,4,2.4,0.278,1.099,0.999103,98.39,0.85,2.95,gradient,21.7,1
api_powder,2,5.3,1.089,0.661,0.999465,100.14,1.2,2.98,isocratic,15.6,0
api_powder,2,2.5,1.242,0.607,0.999776,97.93,1.4,2.0,gradient,14.3,0
api_powder,4,6.3,0.938,1.235,0.99999,100.73,1.09,3.31,gradient,17.4,0
suspension,0,8.1,1.667,0.43,0.999937,99.63,1.04,2.77,isocratic,9.5,0
cream,2,8.1,4.242,0.635,0.998891,100.66,0.8,2.24,isocratic,4.4,0
coated_tablet,2,6.7,0.875,0.353,0.999465,100.27,2.02,2.23,gradient,9.9,0
coated_tablet,1,7.7,0.347,0.738,0.999606,99.09,1.11,2.07,isocratic,11.5,0
coated_tablet,0,7.8,0.394,0.365,0.999794,100.52,1.1,1.93,isocratic,19.0,0
api_powder,1,3.5,1.12,0.217,1.0,99.44,1.41,2.39,isocratic,8.1,0
coated_tablet,2,1.5,0.974,0.327,0.999932,100.41,1.28,2.78,gradient,8.1,0
cream,2,5.6,1.756,0.604,0.99987,100.5,1.03,1.95,isocratic,11.0,1
cream,3,1.6,1.15,1.269,0.995916,99.16,0.9,2.07,isocratic,16.2,0
coated_tablet,2,7.3,3.97,0.354,0.999978,100.39,0.8,3.52,isocratic,19.2,0
coated_tablet,2,5.5,0.432,1.308,0.999734,99.41,1.03,3.0,gradient,37.9,0
coated_tablet,1,1.7,3.816,0.714,0.999892,99.89,1.33,1.91,gradient,6.1,0
cream,4,6.3,0.554,0.149,0.99952,100.76,1.09,1.64,gradient,7.0,1
coated_tablet,2,5.7,0.375,3.23,0.99999,100.89,0.8,2.32,gradient,10.7,1
coated_tablet,1,4.6,0.788,0.522,0.999358,99.95,1.29,1.93,gradient,5.5,0
suspension,2,6.3,0.826,0.689,0.999983,98.58,1.32,1.94,gradient,8.3,0
suspension,4,4.1,0.616,0.238,0.997738,99.44,1.13,2.68,gradient,16.0,0
suspension,4,6.4,1.209,0.267,0.999569,100.88,0.87,2.16,isocratic,11.9,0
cream,1,6.6,1.329,0.715,0.999542,99.58,0.85,2.54,gradient,13.3,0
coated_tablet,1,1.7,0.621,0.492,0.99999,99.75,1.23,2.32,isocratic,20.6,0
coated_tablet,3,4.9,0.69,0.609,0.99999,99.4,1.11,1.35,isocratic,32.2,1
cream,4,4.6,2.745,0.365,0.999971,99.47,1.04,2.29,isocratic,30.9,0
api_powder,3,5.2,1.105,0.207,0.999595,99.51,1.2,2.37,gradient,5.8,0
api_powder,2,5.0,1.828,0.32,0.998649,99.5,1.13,2.33,isocratic,24.2,0
suspension,4,4.5,0.339,0.724,0.999259,98.09,1.0,2.6,isocratic,7.1,0
suspension,2,8.4,0.559,0.964,0.999937,100.42,0.99,1.91,gradient,10.6,1
api_powder,4,4.9,0.247,0.433,0.999902,99.93,0.8,1.65,gradient,12.7,0
coated_tablet,1,9.9,1.475,0.244,0.999968,99.38,0.94,2.1,gradient,8.2,0
coated_tablet,1,1.2,1.132,0.687,0.999182,99.08,0.96,2.3,isocratic,23.9,0
suspension,2,2.4,2.501,0.456,0.998562,100.51,0.94,2.29,isocratic,13.2,0
suspension,1,8.7,0.62,0.545,0.99999,99.38,1.36,2.93,isocratic,5.1,0
api_powder,3,4.9,1.602,0.627,0.999988,102.25,0.85,2.19,isocratic,8.9,1
coated_tablet,2,3.4,0.855,0.555,0.999966,98.78,1.44,2.3,gradient,10.8,0
coated_tablet,2,9.8,1.386,0.265,0.999588,99.72,1.01,2.22,isocratic,28.4,0
coated_tablet,1,6.1,0.346,1.067,0.99999,99.8,1.39,1.94,isocratic,23.1,0
coated_tablet,1,1.7,2.111,0.485,0.999872,101.46,0.8,1.67,isocratic,14.3,0
coated_tablet,1,4.8,1.27,0.371,1.0,98.88,0.98,2.19,isocratic,3.0,0
api_powder,0,1.7,8.688,0.595,0.999816,98.98,1.49,2.24,isocratic,9.4,0
coated_tablet,1,8.3,0.87,0.702,0.999924,100.51,0.91,2.2,isocratic,30.6,0
cream,3,6.0,4.964,0.891,0.999388,100.68,1.07,2.19,isocratic,10.6,0
cream,2,4.7,2.597,0.721,0.99997,99.63,1.09,2.57,isocratic,13.0,0
coated_tablet,3,2.1,1.637,1.501,0.998849,99.16,1.52,1.22,isocratic,12.4,1
api_powder,1,1.3,0.201,0.519,0.999443,100.9,1.59,2.2,gradient,12.9,0
cream,1,6.2,0.99,0.523,0.999218,100.03,0.93,1.92,gradient,11.2,0
coated_tablet,2,7.3,1.752,0.534,0.999274,101.44,0.8,2.35,isocratic,7.9,0
coated_tablet,0,2.2,0.487,0.832,0.999904,100.0,1.18,2.38,gradient,14.3,0
suspension,2,1.9,0.771,0.245,0.999939,100.15,2.01,2.38,isocratic,15.0,0
cream,1,1.8,0.617,0.655,0.99999,101.01,0.97,2.43,isocratic,12.2,0
api_powder,2,3.0,1.283,0.916,0.999887,100.47,1.08,1.8,isocratic,15.1,0
coated_tablet,2,3.3,1.34,0.05,0.998394,99.75,0.95,2.57,isocratic,9.8,0
coated_tablet,1,8.8,0.263,0.572,0.997675,99.29,1.18,2.28,isocratic,24.5,0
api_powder,4,7.9,0.655,1.977,0.998536,100.18,1.1,2.19,isocratic,27.9,1
coated_tablet,3,2.2,0.223,1.26,0.999647,99.59,0.89,2.84,isocratic,17.9,0
api_powder,3,8.6,1.504,0.805,0.999985,99.54,1.72,1.37,isocratic,10.5,1
coated_tablet,3,5.7,1.167,0.88,0.999353,99.23,1.54,2.7,isocratic,12.6,0
suspension,0,4.0,0.507,0.462,0.999842,101.11,1.04,2.05,isocratic,21.2,0
api_powder,0,8.2,0.366,0.455,0.999938,98.77,1.4,1.86,isocratic,13.1,0
coated_tablet,3,5.5,0.381,0.941,0.99999,101.16,1.14,3.11,isocratic,11.0,0
api_powder,1,9.0,1.096,1.28,0.99999,100.47,1.61,2.35,isocratic,15.4,0
coated_tablet,4,9.7,0.758,0.242,0.99999,100.16,1.0,1.66,isocratic,12.1,0
coated_tablet,1,9.3,0.52,0.397,0.999467,99.46,1.48,0.92,isocratic,21.6,1
cream,1,5.5,2.509,0.839,0.999516,100.93,1.34,1.9,isocratic,8.0,0
suspension,2,8.0,0.393,0.476,0.999664,101.72,0.8,2.69,isocratic,19.3,0
coated_tablet,2,9.8,0.718,0.681,0.99999,98.1,1.3,2.09,isocratic,10.8,0
suspension,3,1.1,1.376,0.267,0.99999,98.43,1.45,2.02,isocratic,13.2,0
coated_tablet,2,3.4,1.05,0.203,0.997122,100.27,1.46,2.53,isocratic,11.7,0
cream,1,8.4,1.922,0.418,0.999474,101.11,1.11,2.78,gradient,12.7,0
suspension,1,7.6,3.444,0.188,0.999798,100.06,1.25,1.89,isocratic,13.8,0
suspension,4,1.6,0.681,0.723,0.999702,97.92,1.05,2.9,gradient,8.1,1
coated_tablet,3,6.8,4.13,0.506,0.999894,99.73,0.83,1.68,isocratic,11.8,0
coated_tablet,2,5.8,0.485,0.509,0.999831,101.1,1.35,2.18,gradient,23.0,0
cream,4,2.0,0.73,1.193,0.992617,99.29,1.7,2.83,isocratic,18.1,1
cream,2,4.7,3.272,1.377,0.99999,101.19,1.22,2.85,isocratic,10.3,0
api_powder,1,6.1,0.175,0.569,0.99999,99.25,1.19,3.36,isocratic,12.2,0
coated_tablet,1,4.3,3.142,0.222,0.999957,99.88,0.83,1.47,isocratic,9.9,0
coated_tablet,0,10.0,5.484,0.355,0.99999,99.97,1.14,2.03,isocratic,6.6,0
coated_tablet,2,7.3,0.308,0.708,0.99999,99.46,0.95,1.76,gradient,22.7,1
coated_tablet,1,8.6,0.213,0.279,0.999973,101.36,1.19,2.44,gradient,9.1,0
coated_tablet,1,5.3,0.977,0.242,0.999682,99.97,1.55,2.63,isocratic,11.4,0
coated_tablet,0,4.7,2.92,0.444,0.99991,99.36,0.8,1.7,isocratic,24.6,0
coated_tablet,1,8.8,0.699,0.27,0.998835,99.22,1.31,2.5,gradient,7.9,0
cream,2,7.0,0.92,0.74,0.998053,98.63,0.85,3.02,isocratic,29.7,0
coated_tablet,1,4.4,0.99,0.447,1.0,100.6,1.15,3.14,isocratic,10.5,0
api_powder,2,2.1,0.5,0.417,0.999758,99.93,1.07,2.86,isocratic,13.9,0
coated_tablet,2,4.3,0.669,0.746,0.99995,100.22,1.04,2.77,gradient,12.5,0
cream,2,9.0,0.533,0.416,0.99999,99.01,0.98,2.07,isocratic,9.4,0
coated_tablet,0,10.0,0.895,1.115,0.999578,98.98,1.26,2.07,isocratic,30.6,0
api_powder,1,2.8,0.721,1.294,0.99999,101.52,0.87,2.94,isocratic,14.4,0
coated_tablet,1,7.0,0.205,0.31,0.99999,100.95,0.83,2.04,gradient,13.3,0
suspension,2,1.0,0.727,0.596,0.99999,99.87,0.85,2.32,gradient,10.7,0
coated_tablet,2,4.9,1.62,0.379,0.999856,101.23,0.87,3.09,isocratic,10.4,0
cream,3,4.5,1.45,1.441,0.99477,99.22,1.37,3.52,isocratic,16.0,1
coated_tablet,0,1.6,1.52,0.848,0.998824,99.75,0.99,2.75,isocratic,13.4,0
suspension,3,9.6,0.529,0.846,0.996811,100.64,1.28,2.37,isocratic,15.3,0
api_powder,2,1.8,0.56,0.617,0.9953,99.41,1.39,2.53,isocratic,5.7,0
cream,2,3.7,0.71,1.336,0.993735,99.39,1.28,1.92,isocratic,14.0,1
coated_tablet,0,6.9,0.63,1.867,0.99999,99.61,0.95,1.45,isocratic,6.7,1
suspension,1,7.5,1.312,0.711,0.999985,99.77,1.43,1.7,gradient,16.5,1
coated_tablet,2,4.9,0.975,0.973,0.999405,101.26,0.9,1.87,isocratic,13.9,0
suspension,1,9.3,0.583,0.802,0.999575,99.33,1.01,2.81,isocratic,16.9,0
api_powder,2,2.3,1.03,0.334,0.998901,99.19,1.22,2.52,isocratic,11.4,0
coated_tablet,2,1.5,1.866,0.447,0.999982,100.44,1.2,1.7,gradient,19.4,0
coated_tablet,1,3.1,0.361,0.31,0.99985,100.09,1.03,2.13,isocratic,13.9,0
suspension,1,5.9,0.398,0.83,0.999937,99.47,1.38,2.4,isocratic,14.0,0
suspension,1,4.6,0.609,0.374,0.995671,100.74,1.15,1.77,gradient,16.2,1
suspension,1,7.1,0.804,0.815,0.999971,100.93,1.11,2.46,isocratic,8.7,0
api_powder,1,3.2,0.789,1.042,0.999774,101.41,1.65,2.76,gradient,12.2,0
api_powder,3,4.5,0.723,0.707,0.999901,100.49,1.58,2.97,gradient,11.7,0
suspension,2,8.1,0.962,0.593,0.999899,99.79,1.27,2.51,gradient,12.8,1
suspension,2,1.3,3.02,1.336,0.999959,99.49,1.01,3.02,isocratic,27.4,0
api_powder,2,5.5,1.721,0.312,0.997294,101.09,0.82,2.39,gradient,4.4,0
coated_tablet,0,9.3,1.368,2.036,0.99999,99.33,0.8,2.29,isocratic,17.1,1
coated_tablet,1,8.2,0.874,0.844,0.999691,100.55,1.45,2.64,isocratic,18.6,0
cream,0,9.4,1.093,0.507,0.999041,99.12,1.41,2.0,gradient,4.7,0
coated_tablet,1,6.9,0.654,0.374,0.997534,100.22,1.57,3.4,isocratic,29.0,0
coated_tablet,3,6.1,0.761,1.893,0.99965,100.4,1.23,2.35,gradient,9.7,0
suspension,1,4.1,0.495,0.453,0.998908,101.53,1.09,1.96,isocratic,29.1,1
api_powder,4,6.1,3.262,0.278,0.999984,100.72,1.27,2.78,isocratic,36.3,0
api_powder,2,5.0,1.846,0.641,0.999381,99.55,1.65,3.13,isocratic,8.4,0
cream,2,9.1,0.297,0.15,0.997931,100.01,0.8,2.05,isocratic,24.2,0
suspension,4,8.0,1.097,0.618,0.99999,100.58,1.12,1.95,gradient,17.6,1
cream,2,3.5,1.921,0.701,0.999043,101.13,1.27,2.36,gradient,9.9,0
api_powder,2,6.8,0.859,0.3,0.999958,100.2,1.64,3.24,isocratic,15.1,0
coated_tablet,2,3.3,0.629,0.508,0.999948,99.55,1.12,2.94,isocratic,18.8,0
api_powder,0,6.7,3.01,0.272,0.99969,99.19,0.89,2.21,gradient,8.7,0
api_powder,2,4.1,1.605,0.877,0.99989,99.66,1.28,2.16,isocratic,9.8,0
cream,2,5.4,1.405,0.559,0.998939,99.42,1.31,1.44,isocratic,17.7,1
suspension,2,2.9,1.024,0.978,0.99893,99.32,1.02,1.54,isocratic,14.4,0
coated_tablet,2,3.8,1.148,0.716,0.99999,98.65,1.13,1.95,isocratic,11.6,0
coated_tablet,2,9.3,1.133,2.955,0.999965,99.8,1.38,2.29,isocratic,14.0,1
cream,3,2.3,0.63,1.277,0.991293,99.33,1.35,2.81,isocratic,14.7,1
coated_tablet,0,3.9,1.62,0.615,0.995803,99.63,1.07,2.29,isocratic,12.4,0
coated_tablet,3,2.3,1.047,1.416,0.999976,101.38,0.8,3.16,isocratic,17.7,0
coated_tablet,0,8.8,1.821,1.953,0.998936,99.59,1.04,3.32,isocratic,10.9,0
coated_tablet,2,4.9,0.633,0.829,0.99996,99.76,1.43,2.31,gradient,7.5,0
coated_tablet,0,1.2,0.5,0.27,0.999165,99.92,1.1,3.21,isocratic,9.7,0
suspension,2,9.6,1.115,0.867,0.997732,98.93,0.87,2.39,isocratic,11.8,1
suspension,2,3.9,1.867,0.073,0.999539,99.9,1.44,2.84,gradient,6.9,0
suspension,4,4.9,1.033,0.762,0.998634,99.38,0.8,2.08,gradient,11.1,0
cream,3,3.9,0.792,2.22,0.99996,100.17,1.02,1.97,isocratic,4.9,1
suspension,0,6.7,1.808,0.338,0.999979,99.96,1.35,1.53,isocratic,17.5,0
coated_tablet,0,3.6,0.961,0.39,0.99946,98.87,0.98,2.3,gradient,9.4,0
api_powder,1,3.9,2.13,1.232,0.99999,100.05,1.21,2.26,gradient,5.4,0
suspension,1,1.7,1.266,0.801,0.99999,98.99,0.88,2.55,isocratic,11.7,0
coated_tablet,2,6.9,1.144,0.637,0.999633,98.62,1.67,2.37,isocratic,6.9,0
suspension,3,5.0,0.478,0.28,0.999936,99.87,0.86,2.4,isocratic,12.1,0
suspension,0,5.3,1.932,1.503,0.999978,98.33,0.8,2.55,gradient,9.1,1
coated_tablet,1,2.7,0.426,0.69,0.99999,101.38,1.45,2.15,gradient,20.3,0
coated_tablet,2,2.1,0.54,0.571,1.0,99.83,1.08,2.54,isocratic,6.7,0
api_powder,1,1.9,1.486,0.514,0.999972,99.35,1.09,2.61,gradient,11.9,0
suspension,2,1.3,1.303,0.747,0.99999,99.14,0.99,1.57,isocratic,4.4,0
suspension,1,3.0,0.249,0.621,0.999985,99.32,0.92,2.89,isocratic,7.0,0
cream,3,4.8,1.14,1.181,0.995758,99.25,1.31,2.3,isocratic,9.6,0
coated_tablet,0,2.3,0.76,0.887,0.995444,100.1,0.8,1.9,isocratic,14.1,0
cream,2,2.1,1.35,1.286,0.993933,98.85,1.32,1.25,isocratic,16.1,1
api_powder,0,2.3,0.61,0.787,0.999922,99.71,1.23,1.36,isocratic,10.9,0
suspension,4,8.3,0.986,0.561,0.999521,98.35,1.11,2.22,gradient,42.4,1
suspension,2,3.0,1.375,0.337,0.99795,98.26,1.02,2.04,isocratic,16.4,0
coated_tablet,2,3.5,2.174,0.549,0.999968,99.94,1.0,2.1,gradient,20.9,0
cream,2,5.6,2.181,0.572,0.99774,99.38,0.93,1.22,isocratic,25.7,1
suspension,2,1.4,1.018,0.44,0.998473,100.99,1.02,2.46,isocratic,11.0,0
suspension,4,1.8,0.234,0.512,0.99999,98.37,1.17,1.98,isocratic,18.6,0
suspension,0,9.3,0.444,0.651,0.999956,100.37,1.16,1.79,isocratic,18.0,0
suspension,2,9.8,1.399,0.301,0.999288,99.68,0.8,2.37,isocratic,25.6,0
api_powder,2,1.7,1.017,1.224,0.999826,99.47,1.02,2.7,gradient,9.1,0
cream,1,1.3,1.555,0.445,0.999031,97.79,0.8,2.94,isocratic,13.4,0
cream,2,6.8,0.445,0.361,0.99999,99.77,0.8,1.79,isocratic,15.5,0
coated_tablet,0,6.0,1.29,1.191,0.999632,101.39,0.96,1.81,gradient,16.5,1
api_powder,1,2.1,4.073,1.135,0.99999,99.88,0.8,2.13,isocratic,8.6,0
coated_tablet,2,2.8,0.605,1.389,0.999136,100.29,1.25,1.54,isocratic,6.8,0
cream,1,5.1,0.631,0.528,0.999608,98.84,1.07,2.35,gradient,5.1,0
api_powder,0,1.7,0.78,0.331,1.0,99.85,1.03,2.25,isocratic,8.1,0
suspension,2,2.7,0.965,0.738,0.999002,99.15,0.84,2.68,isocratic,10.9,0
coated_tablet,2,7.4,3.042,0.688,0.99999,98.53,1.31,2.05,gradient,23.3,1
coated_tablet,1,1.1,1.802,0.317,0.999816,99.02,1.02,2.2,isocratic,7.7,0
coated_tablet,4,6.1,10.164,1.557,0.999981,98.89,1.4,1.93,isocratic,5.3,1
cream,2,1.4,1.46,0.923,0.99405,99.22,1.32,2.74,isocratic,6.0,0
coated_tablet,3,8.6,1.045,2.722,0.99999,99.81,1.36,1.86,isocratic,11.7,1
api_powder,1,1.3,1.31,0.509,0.99976,99.34,1.31,1.92,isocratic,13.7,0
coated_tablet,4,7.5,0.371,0.753,0.99999,100.47,1.56,2.06,isocratic,20.3,0
coated_tablet,1,6.2,0.99,0.167,0.999829,99.25,0.97,2.33,isocratic,16.6,0
